1749896838306|6|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select * from `CourseHub`.`categories` where 1=0|select * from `CourseHub`.`categories` where 1=0
1749897845743|1|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select * from `CourseHub`.`users` where 1=0|select * from `CourseHub`.`users` where 1=0
1749897845759|2|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select * from `CourseHub`.`courses` where 1=0|select * from `CourseHub`.`courses` where 1=0
1749897845768|3|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select * from `CourseHub`.`users` where 1=0|select * from `CourseHub`.`users` where 1=0
1749897845780|1|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select * from `CourseHub`.`discounts` where 1=0|select * from `CourseHub`.`discounts` where 1=0
1749897845787|2|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select * from `CourseHub`.`users` where 1=0|select * from `CourseHub`.`users` where 1=0
1749897845801|2|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select * from `CourseHub`.`lessons` where 1=0|select * from `CourseHub`.`lessons` where 1=0
1749897845810|2|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select * from `CourseHub`.`users` where 1=0|select * from `CourseHub`.`users` where 1=0
1749897845823|2|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select * from `CourseHub`.`roles` where 1=0|select * from `CourseHub`.`roles` where 1=0
1749897887822|6|statement|connection 2|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select ce1_0.id,ce1_0.created_at,ce1_0.description,ce1_0.updated_at,ce1_0.name from categories ce1_0 where (? is null or lower(ce1_0.name) like replace(lower(concat('%',?,'%')),'\\','\\\\')) limit ?|select ce1_0.id,ce1_0.created_at,ce1_0.description,ce1_0.updated_at,ce1_0.name from categories ce1_0 where (NULL is null or lower(ce1_0.name) like replace(lower(concat('%',NULL,'%')),'\\','\\\\')) limit 6
1749897887822|6|statement|connection 1|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select ce1_0.id,ce1_0.created_at,ce1_0.description,ce1_0.updated_at,ce1_0.name from categories ce1_0 where (? is null or lower(ce1_0.name) like replace(lower(concat('%',?,'%')),'\\','\\\\')) limit ?|select ce1_0.id,ce1_0.created_at,ce1_0.description,ce1_0.updated_at,ce1_0.name from categories ce1_0 where (NULL is null or lower(ce1_0.name) like replace(lower(concat('%',NULL,'%')),'\\','\\\\')) limit 100
1749897887824|8|statement|connection 3|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select re1_0.id,re1_0.comment,re1_0.course_id,re1_0.created_at,re1_0.updated_at,re1_0.star,re1_0.user_id from reviews re1_0 where (? is null or re1_0.course_id=?) and (? is null or re1_0.user_id=?) and (? is null or re1_0.star=?) order by re1_0.star desc limit ?|select re1_0.id,re1_0.comment,re1_0.course_id,re1_0.created_at,re1_0.updated_at,re1_0.star,re1_0.user_id from reviews re1_0 where (NULL is null or re1_0.course_id=NULL) and (NULL is null or re1_0.user_id=NULL) and (NULL is null or re1_0.star=NULL) order by re1_0.star desc limit 3
1749897887825|9|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select ce1_0.id,ce1_0.category_id,ce1_0.created_at,ce1_0.description,ce1_0.discount,ce1_0.level,ce1_0.updated_at,ce1_0.price,ce1_0.status,ce1_0.thumbnail,ce1_0.title,ce1_0.user_id from courses ce1_0 left join enrollments ee1_0 on ce1_0.id=ee1_0.course_id group by ce1_0.id order by count(ee1_0.id) desc limit ?|select ce1_0.id,ce1_0.category_id,ce1_0.created_at,ce1_0.description,ce1_0.discount,ce1_0.level,ce1_0.updated_at,ce1_0.price,ce1_0.status,ce1_0.thumbnail,ce1_0.title,ce1_0.user_id from courses ce1_0 left join enrollments ee1_0 on ce1_0.id=ee1_0.course_id group by ce1_0.id order by count(ee1_0.id) desc limit 6
1749897887903|16|statement|connection 3|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select count(re1_0.id) from reviews re1_0 where (? is null or re1_0.course_id=?) and (? is null or re1_0.user_id=?) and (? is null or re1_0.star=?)|select count(re1_0.id) from reviews re1_0 where (NULL is null or re1_0.course_id=NULL) and (NULL is null or re1_0.user_id=NULL) and (NULL is null or re1_0.star=NULL)
1749897887926|4|statement|connection 1|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select ce1_0.category_id,ce1_0.id,ce1_0.created_at,ce1_0.description,ce1_0.discount,ce1_0.level,ce1_0.updated_at,ce1_0.price,ce1_0.status,ce1_0.thumbnail,ce1_0.title,ce1_0.user_id from courses ce1_0 where ce1_0.category_id=?|select ce1_0.category_id,ce1_0.id,ce1_0.created_at,ce1_0.description,ce1_0.discount,ce1_0.level,ce1_0.updated_at,ce1_0.price,ce1_0.status,ce1_0.thumbnail,ce1_0.title,ce1_0.user_id from courses ce1_0 where ce1_0.category_id=13
1749897887936|1|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select ce1_0.id,ce1_0.created_at,ce1_0.description,ce1_0.updated_at,ce1_0.name from categories ce1_0 where ce1_0.id=?|select ce1_0.id,ce1_0.created_at,ce1_0.description,ce1_0.updated_at,ce1_0.name from categories ce1_0 where ce1_0.id=13
1749897887937|3|statement|connection 2|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select ce1_0.category_id,ce1_0.id,ce1_0.created_at,ce1_0.description,ce1_0.discount,ce1_0.level,ce1_0.updated_at,ce1_0.price,ce1_0.status,ce1_0.thumbnail,ce1_0.title,ce1_0.user_id from courses ce1_0 where ce1_0.category_id=?|select ce1_0.category_id,ce1_0.id,ce1_0.created_at,ce1_0.description,ce1_0.discount,ce1_0.level,ce1_0.updated_at,ce1_0.price,ce1_0.status,ce1_0.thumbnail,ce1_0.title,ce1_0.user_id from courses ce1_0 where ce1_0.category_id=13
1749897887937|3|statement|connection 1|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select ce1_0.category_id,ce1_0.id,ce1_0.created_at,ce1_0.description,ce1_0.discount,ce1_0.level,ce1_0.updated_at,ce1_0.price,ce1_0.status,ce1_0.thumbnail,ce1_0.title,ce1_0.user_id from courses ce1_0 where ce1_0.category_id=?|select ce1_0.category_id,ce1_0.id,ce1_0.created_at,ce1_0.description,ce1_0.discount,ce1_0.level,ce1_0.updated_at,ce1_0.price,ce1_0.status,ce1_0.thumbnail,ce1_0.title,ce1_0.user_id from courses ce1_0 where ce1_0.category_id=14
1749897887938|3|statement|connection 3|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select ue1_0.id,ue1_0.address,ue1_0.avatar,ue1_0.ban_reason,ue1_0.banned_at,ue1_0.bio,ue1_0.created_at,ue1_0.date_of_birth,ue1_0.email,ue1_0.gender,ue1_0.google_account_id,ue1_0.is_active,ue1_0.updated_at,ue1_0.name,ue1_0.password,ue1_0.phone,ue1_0.role_id,ue1_0.warning_count from users ue1_0 where ue1_0.id=?|select ue1_0.id,ue1_0.address,ue1_0.avatar,ue1_0.ban_reason,ue1_0.banned_at,ue1_0.bio,ue1_0.created_at,ue1_0.date_of_birth,ue1_0.email,ue1_0.gender,ue1_0.google_account_id,ue1_0.is_active,ue1_0.updated_at,ue1_0.name,ue1_0.password,ue1_0.phone,ue1_0.role_id,ue1_0.warning_count from users ue1_0 where ue1_0.id=4
1749897887943|2|statement|connection 2|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select ce1_0.category_id,ce1_0.id,ce1_0.created_at,ce1_0.description,ce1_0.discount,ce1_0.level,ce1_0.updated_at,ce1_0.price,ce1_0.status,ce1_0.thumbnail,ce1_0.title,ce1_0.user_id from courses ce1_0 where ce1_0.category_id=?|select ce1_0.category_id,ce1_0.id,ce1_0.created_at,ce1_0.description,ce1_0.discount,ce1_0.level,ce1_0.updated_at,ce1_0.price,ce1_0.status,ce1_0.thumbnail,ce1_0.title,ce1_0.user_id from courses ce1_0 where ce1_0.category_id=14
1749897887949|2|statement|connection 3|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select ce1_0.id,ce1_0.category_id,ce1_0.created_at,ce1_0.description,ce1_0.discount,ce1_0.level,ce1_0.updated_at,ce1_0.price,ce1_0.status,ce1_0.thumbnail,ce1_0.title,ce1_0.user_id from courses ce1_0 where ce1_0.id=?|select ce1_0.id,ce1_0.category_id,ce1_0.created_at,ce1_0.description,ce1_0.discount,ce1_0.level,ce1_0.updated_at,ce1_0.price,ce1_0.status,ce1_0.thumbnail,ce1_0.title,ce1_0.user_id from courses ce1_0 where ce1_0.id=15
1749897887956|2|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select count(le1_0.id) from lessons le1_0 join modules me1_0 on me1_0.id=le1_0.module_id where me1_0.course_id=?|select count(le1_0.id) from lessons le1_0 join modules me1_0 on me1_0.id=le1_0.module_id where me1_0.course_id=15
1749897887991|2|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select count(*) from courses ce1_0 where ce1_0.id=?|select count(*) from courses ce1_0 where ce1_0.id=15
1749897887996|2|commit|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub||
1749897888025|3|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select re1_0.id,re1_0.comment,re1_0.course_id,re1_0.created_at,re1_0.updated_at,re1_0.star,re1_0.user_id from reviews re1_0 left join courses ce1_0 on ce1_0.id=re1_0.course_id where ce1_0.id=?|select re1_0.id,re1_0.comment,re1_0.course_id,re1_0.created_at,re1_0.updated_at,re1_0.star,re1_0.user_id from reviews re1_0 left join courses ce1_0 on ce1_0.id=re1_0.course_id where ce1_0.id=15
1749897888040|2|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select count(*) from courses ce1_0 where ce1_0.id=?|select count(*) from courses ce1_0 where ce1_0.id=15
1749897888043|2|commit|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub||
1749897888056|3|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select count(re1_0.id) from reviews re1_0 left join courses ce1_0 on ce1_0.id=re1_0.course_id where ce1_0.id=?|select count(re1_0.id) from reviews re1_0 left join courses ce1_0 on ce1_0.id=re1_0.course_id where ce1_0.id=15
1749897888063|3|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select count(ee1_0.id) from enrollments ee1_0 left join courses ce1_0 on ce1_0.id=ee1_0.course_id where ce1_0.id=?|select count(ee1_0.id) from enrollments ee1_0 left join courses ce1_0 on ce1_0.id=ee1_0.course_id where ce1_0.id=15
1749897888069|2|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select ce1_0.id,ce1_0.created_at,ce1_0.description,ce1_0.updated_at,ce1_0.name from categories ce1_0 where ce1_0.id=?|select ce1_0.id,ce1_0.created_at,ce1_0.description,ce1_0.updated_at,ce1_0.name from categories ce1_0 where ce1_0.id=14
1749897888075|3|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select count(le1_0.id) from lessons le1_0 join modules me1_0 on me1_0.id=le1_0.module_id where me1_0.course_id=?|select count(le1_0.id) from lessons le1_0 join modules me1_0 on me1_0.id=le1_0.module_id where me1_0.course_id=16
1749897888084|2|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select count(*) from courses ce1_0 where ce1_0.id=?|select count(*) from courses ce1_0 where ce1_0.id=16
1749897888088|1|commit|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub||
1749897888101|3|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select re1_0.id,re1_0.comment,re1_0.course_id,re1_0.created_at,re1_0.updated_at,re1_0.star,re1_0.user_id from reviews re1_0 left join courses ce1_0 on ce1_0.id=re1_0.course_id where ce1_0.id=?|select re1_0.id,re1_0.comment,re1_0.course_id,re1_0.created_at,re1_0.updated_at,re1_0.star,re1_0.user_id from reviews re1_0 left join courses ce1_0 on ce1_0.id=re1_0.course_id where ce1_0.id=16
1749897888113|3|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select count(*) from courses ce1_0 where ce1_0.id=?|select count(*) from courses ce1_0 where ce1_0.id=16
1749897888116|2|commit|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub||
1749897888127|3|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select count(re1_0.id) from reviews re1_0 left join courses ce1_0 on ce1_0.id=re1_0.course_id where ce1_0.id=?|select count(re1_0.id) from reviews re1_0 left join courses ce1_0 on ce1_0.id=re1_0.course_id where ce1_0.id=16
1749897888135|3|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select count(ee1_0.id) from enrollments ee1_0 left join courses ce1_0 on ce1_0.id=ee1_0.course_id where ce1_0.id=?|select count(ee1_0.id) from enrollments ee1_0 left join courses ce1_0 on ce1_0.id=ee1_0.course_id where ce1_0.id=16
1749897888142|3|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select count(le1_0.id) from lessons le1_0 join modules me1_0 on me1_0.id=le1_0.module_id where me1_0.course_id=?|select count(le1_0.id) from lessons le1_0 join modules me1_0 on me1_0.id=le1_0.module_id where me1_0.course_id=29
1749897888153|2|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select count(*) from courses ce1_0 where ce1_0.id=?|select count(*) from courses ce1_0 where ce1_0.id=29
1749897888156|1|commit|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub||
1749897888168|2|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select re1_0.id,re1_0.comment,re1_0.course_id,re1_0.created_at,re1_0.updated_at,re1_0.star,re1_0.user_id from reviews re1_0 left join courses ce1_0 on ce1_0.id=re1_0.course_id where ce1_0.id=?|select re1_0.id,re1_0.comment,re1_0.course_id,re1_0.created_at,re1_0.updated_at,re1_0.star,re1_0.user_id from reviews re1_0 left join courses ce1_0 on ce1_0.id=re1_0.course_id where ce1_0.id=29
1749897888177|2|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select count(*) from courses ce1_0 where ce1_0.id=?|select count(*) from courses ce1_0 where ce1_0.id=29
1749897888180|1|commit|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub||
1749897888188|2|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select count(re1_0.id) from reviews re1_0 left join courses ce1_0 on ce1_0.id=re1_0.course_id where ce1_0.id=?|select count(re1_0.id) from reviews re1_0 left join courses ce1_0 on ce1_0.id=re1_0.course_id where ce1_0.id=29
1749897888195|3|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select count(ee1_0.id) from enrollments ee1_0 left join courses ce1_0 on ce1_0.id=ee1_0.course_id where ce1_0.id=?|select count(ee1_0.id) from enrollments ee1_0 left join courses ce1_0 on ce1_0.id=ee1_0.course_id where ce1_0.id=29
1749897888201|2|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select count(le1_0.id) from lessons le1_0 join modules me1_0 on me1_0.id=le1_0.module_id where me1_0.course_id=?|select count(le1_0.id) from lessons le1_0 join modules me1_0 on me1_0.id=le1_0.module_id where me1_0.course_id=30
1749897888209|2|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select count(*) from courses ce1_0 where ce1_0.id=?|select count(*) from courses ce1_0 where ce1_0.id=30
1749897888211|2|commit|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub||
1749897888220|2|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select re1_0.id,re1_0.comment,re1_0.course_id,re1_0.created_at,re1_0.updated_at,re1_0.star,re1_0.user_id from reviews re1_0 left join courses ce1_0 on ce1_0.id=re1_0.course_id where ce1_0.id=?|select re1_0.id,re1_0.comment,re1_0.course_id,re1_0.created_at,re1_0.updated_at,re1_0.star,re1_0.user_id from reviews re1_0 left join courses ce1_0 on ce1_0.id=re1_0.course_id where ce1_0.id=30
1749897888228|2|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select count(*) from courses ce1_0 where ce1_0.id=?|select count(*) from courses ce1_0 where ce1_0.id=30
1749897888231|1|commit|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub||
1749897888238|2|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select count(re1_0.id) from reviews re1_0 left join courses ce1_0 on ce1_0.id=re1_0.course_id where ce1_0.id=?|select count(re1_0.id) from reviews re1_0 left join courses ce1_0 on ce1_0.id=re1_0.course_id where ce1_0.id=30
1749897888244|2|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select count(ee1_0.id) from enrollments ee1_0 left join courses ce1_0 on ce1_0.id=ee1_0.course_id where ce1_0.id=?|select count(ee1_0.id) from enrollments ee1_0 left join courses ce1_0 on ce1_0.id=ee1_0.course_id where ce1_0.id=30
1749897888250|3|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select count(le1_0.id) from lessons le1_0 join modules me1_0 on me1_0.id=le1_0.module_id where me1_0.course_id=?|select count(le1_0.id) from lessons le1_0 join modules me1_0 on me1_0.id=le1_0.module_id where me1_0.course_id=31
1749897888259|2|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select count(*) from courses ce1_0 where ce1_0.id=?|select count(*) from courses ce1_0 where ce1_0.id=31
1749897888261|1|commit|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub||
1749897888272|3|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select re1_0.id,re1_0.comment,re1_0.course_id,re1_0.created_at,re1_0.updated_at,re1_0.star,re1_0.user_id from reviews re1_0 left join courses ce1_0 on ce1_0.id=re1_0.course_id where ce1_0.id=?|select re1_0.id,re1_0.comment,re1_0.course_id,re1_0.created_at,re1_0.updated_at,re1_0.star,re1_0.user_id from reviews re1_0 left join courses ce1_0 on ce1_0.id=re1_0.course_id where ce1_0.id=31
1749897888287|5|statement|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub|select count(*) from courses ce1_0 where ce1_0.id=?|select count(*) from courses ce1_0 where ce1_0.id=31
1749897888290|2|commit|connection 0|url jdbc:p6spy:mysql://localhost:3307/CourseHub||
